iter	RMSE
292	0.04654760844
293	0.04652087563
294	0.04650124122
295	0.04647546125
296	0.04645569252
297	0.04642333947
298	0.04639641587
299	0.04636373528
300	0.04632319704
301	0.04630677587
302	0.04629396991
303	0.04627807656
304	0.04626512287
305	0.04620990476
306	0.0461318195
307	0.04609685768
308	0.04606718933
309	0.04604848844
310	0.04600329308
311	0.04598016911
312	0.04594860129
313	0.04593014995
314	0.04591124021
315	0.04589374662
316	0.04588175735
317	0.04586942777
318	0.045846123
319	0.0457943316
320	0.04578103257
321	0.0457541196
322	0.04573741137
323	0.04571611543
324	0.04569134811
325	0.04568006014
326	0.04565330393
327	0.04563629917
328	0.04562237385
329	0.04560971719
330	0.04559201166
331	0.04557549036
332	0.04555305325
333	0.04550480918
334	0.04548820662
335	0.04547423728
336	0.04544943309
337	0.04544163577
338	0.04540083109
339	0.04537856435
340	0.04536154008
341	0.04533523977
342	0.04532192277
343	0.04530637982
344	0.04529990256
345	0.04528241665
346	0.04526961809
347	0.04525392214
348	0.04523870858
349	0.04522171758
350	0.0451987606
351	0.04518454624
352	0.04517107986
353	0.04514773751
354	0.04512950793
355	0.04509892045
356	0.04507984434
357	0.04504876615
358	0.04503155756
359	0.04501556126
360	0.0449851082
361	0.04496703805
362	0.04492589322
363	0.04490479038
364	0.04489593843
365	0.04487828114
366	0.04485912685
367	0.04483600403
368	0.04482247474
369	0.04479635912
370	0.04478571702
371	0.04477020748
372	0.04473503808
373	0.04467998985
374	0.04465590409
375	0.04463983572
376	0.04462788413
377	0.04461265342
378	0.04457521476
379	0.0445616851
380	0.0445446955
381	0.04452257268
382	0.04451203973
383	0.04449509927
384	0.04447693045
385	0.04444684847
386	0.04442400248
387	0.04440361187
388	0.044384312
389	0.04437529022
390	0.0443619816
391	0.04435413974
392	0.04432358029
393	0.04431214444
394	0.04429435568
395	0.04426563393
396	0.04424108811
397	0.04421308657
398	0.0441975307
399	0.04417612078
400	0.04415862229
401	0.04413882662
402	0.04411371555
403	0.04409512345
404	0.04407945644
405	0.04405980138
406	0.04400771925
407	0.04399115405
408	0.04396908152
409	0.04394847603
410	0.04389144032
411	0.04388028501
412	0.043841383
413	0.04382014546
414	0.04380242711
415	0.04378035067
416	0.0437572749
417	0.04375166109
418	0.04373351535
419	0.04370603078
420	0.04368440366
421	0.04365510893
422	0.04364595979
423	0.04362526468
424	0.04361155422
425	0.04359481122
426	0.04357772621
427	0.04355711296
428	0.04354525641
429	0.04352859156
430	0.04351258472
431	0.04349570099
432	0.04346221565
433	0.04345298257
434	0.04344750372
435	0.04339648476
436	0.04337860695
437	0.04336791716
438	0.043358491
439	0.04334664619
440	0.04330925918
441	0.04328313006
442	0.04326948356
443	0.04324307399
444	0.04322284996
445	0.04320608574
446	0.0431846917
447	0.0431690378
448	0.04314980803
449	0.04313675479
450	0.04309666659
451	0.04307250246
452	0.04306406738
453	0.0430511167
454	0.04304307318
455	0.04302983058
456	0.04301907943
457	0.04300676332
458	0.04299819514
459	0.04298435672
460	0.04297783379
461	0.04295930642
462	0.04294118014
463	0.04293217787
464	0.0429211716
465	0.04290273003
466	0.0428734814
467	0.04285488894
468	0.04281884644
469	0.04281070971
470	0.04278705776
471	0.04277666926
472	0.04276403674
473	0.04273245247
474	0.04271945652
475	0.0426724069
476	0.0426596279
477	0.04263719273
478	0.04261923918
479	0.04260744767
480	0.04257575389
481	0.04256105427
482	0.04254830074
483	0.04254325189
484	0.04253032831
485	0.04250765555
486	0.04246900402
487	0.04246043804
488	0.04244007429
489	0.04243116835
490	0.04242429702
491	0.04241596944
492	0.04239569606
493	0.04237059961
494	0.04236320709
495	0.04234781228
496	0.0423352974
497	0.04233069115
498	0.04231377669
499	0.04229029649
